,country,location,company,tech,component,phase,investment_value,capacity,status,dt_announce,dt_actual,dt_operational,dt_cancel,jobs,checked,reject-phase,finetune,share-investment
NOR-00603-00296_01_03_00,NOR,Kristiansand,Freyr,battery,cell_manufacturing,initial,-,35 GWh,announced,11-2021,NA,NA,NA,-,False,False,False,False
NOR-00737-00296_01_03_00,NOR,Mo i Rana,Freyr,battery,cell_manufacturing,initial,-,32 GWh,actual,08-2019,07-2021,NA,NA,-,False,False,False,False
NOR-00737-00296_01_03_01,NOR,Mo i Rana,Freyr,battery,cell_manufacturing,first expansion,-,-,actual,07-2021,07-2021,NA,NA,-,False,False,False,False
NOR-00737-00296_01_03_02,NOR,Mo i Rana,Freyr,battery,cell_manufacturing,second expansion,-,-,actual,07-2021,07-2021,NA,NA,-,False,False,False,False
NOR-01175-00296_01_02_00,NOR,Vaasa,Freyr,battery,battery_materials,initial,-,10 GWh,announced,-,NA,NA,NA,-,False,False,False,False
NOR-01175-00296_01_03_00,NOR,Vaasa,Freyr,battery,cell_manufacturing,initial,-,-,announced,08-2021,NA,NA,NA,-,False,False,False,False
DEU-02612-08926_06_00_00,DEU,Antalya,Fri-Frankensolar,solar,deployment,initial,-,500 kW,operational,-,-,-,NA,-,False,False,False,False
DEU-00306-01064_04_05_00,DEU,Erlangen,Friedrich-Alexander-Universität Erlangen-Nürnberg,hydrogen,storage,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00306-01064_01_05_00,DEU,Erlangen,Friedrich-Alexander-Universität Erlangen-Nürnberg,battery,recycling,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00094-02239_04_01_00,DEU,Berlin,Fritz Haber Institute of the Max Planck Society,hydrogen,green_hydrogen,initial,€1.7 million,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-01369-08927_08_00_00,DEU,Bayreuth,Fronteris,wind,deployment,initial,-,19.2 MW,actual,05-2016,05-2016,NA,NA,-,False,False,False,False
DEU-00758-07320_01_02_00,DEU,Münster,Fuchs Group,battery,battery_materials,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-01863-01660_04_03_00,DEU,Taufkirchen,FuelCell Energy,hydrogen,fuel_cell,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00331-01661_04_00_00,DEU,Frankfurt,"FuelCell Energy Solutions, GmbH",hydrogen,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-08824-08929_08_00_00,GBR,Dogger Bank South,Fugro,wind,deployment,initial,EUR 32.7 million,-,actual,-,-,NA,NA,-,False,False,False,False
DNK-02382-08929_08_00_00,DNK,North Sea,Fugro,wind,deployment,initial,-,-,actual,01-2022,-,NA,NA,-,False,False,False,False
GBR-02382-08929_08_00_00,GBR,North Sea,Fugro,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
DNK-08636-08929_08_00_00,DNK,North Sea Energy Island,Fugro,wind,deployment,initial,-,3 GW,actual,01-2022,03-2022,NA,NA,-,False,False,False,False
GBR-05214-08929_08_00_00,GBR,Wallingford,Fugro,wind,deployment,initial,£55 million,-,actual,07-2020,07-2020,NA,NA,-,False,False,False,False
DNK-08825-08930_06_00_00,DNK,Hillerod,Fujifilm Diosynth Biotechnologies,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-07356-07805_08_00_00,FRA,Saint Martin de Crau,Full Circle,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
HRV-08390-08931_05_00_00,HRV,Krško,Fund for Financing the Decommissioning of the Krško NPP (Fond-NEK),nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-07877-08932_06_00_00,GBR,Sussex,Futraheat,solar,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-07877-08932_02_00_00,GBR,Sussex,Futraheat,geothermal,deployment,initial,-,300 kW,actual,-,-,NA,NA,-,False,False,False,False
IRL-08362-08933_08_00_00,IRL,Ballyvourney,FuturEnergy Ireland,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
IRL-08310-08933_01_00_00,IRL,Buncrana,FuturEnergy Ireland,battery,deployment,initial,-,10 MW,announced,-,NA,NA,NA,-,False,False,False,False
IRL-08826-08933_08_00_00,IRL,Coom Green Energy Park,FuturEnergy Ireland,wind,deployment,initial,-,121 MW,announced,-,NA,NA,NA,-,False,False,False,False
IRL-08826-08933_01_00_00,IRL,Coom Green Energy Park,FuturEnergy Ireland,battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
IRL-08827-08933_08_00_00,IRL,Lenalea,FuturEnergy Ireland,wind,deployment,initial,-,30 MW,actual,-,-,NA,NA,-,False,False,False,False
FRA-01700-07808_08_00_00,FRA,Aube,Futuren,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-05219-07808_08_00_00,FRA,Aveyron,Futuren,wind,deployment,initial,-,12 MW,announced,05-2016,NA,NA,NA,-,False,False,False,False
FRA-05431-07808_08_00_00,FRA,Charente-Maritime,Futuren,wind,deployment,initial,-,21 MW,actual,03-2017,03-2017,NA,NA,-,False,False,False,False
FRA-07357-07808_08_00_00,FRA,Courant-Nachamps,Futuren,wind,deployment,initial,-,-,actual,08-2016,01-2017,NA,NA,-,False,False,False,False
FRA-07358-07808_08_00_00,FRA,Demange-aux-Eaux,Futuren,wind,deployment,initial,-,20 MW,announced,04-2017,NA,NA,NA,-,False,False,False,False
FRA-07359-07808_08_00_00,FRA,Herault,Futuren,wind,deployment,initial,-,6.3 MW,operational,-,-,07-2019,NA,-,False,False,False,False
FRA-07360-07808_08_00_00,FRA,Montpothier,Futuren,wind,deployment,initial,-,18 MW,operational,-,-,06-2016,NA,-,False,False,False,False
FRA-07361-07808_08_00_00,FRA,Narbefontaine,Futuren,wind,deployment,initial,-,15.4 MW,actual,-,07-2019,NA,NA,-,False,False,False,False
FRA-07362-07808_08_00_00,FRA,Saint-Affrique,Futuren,wind,deployment,initial,-,-,actual,05-2016,05-2016,NA,NA,-,False,False,False,False
FRA-07363-07808_08_00_00,FRA,Saint-Benoît-sur-Seine,Futuren,wind,deployment,initial,-,13.2 MW,operational,-,06-2016,01-2017,NA,-,False,False,False,False
FRA-07364-07808_08_00_00,FRA,Sainte-Maure,Futuren,wind,deployment,initial,-,13.2 MW,operational,01-2017,-,01-2017,NA,-,False,False,False,False
FRA-07365-07808_08_00_00,FRA,Villenauxe-la-Grande,Futuren,wind,deployment,initial,-,-,operational,-,-,06-2016,NA,-,False,False,False,False
FRA-07366-07808_08_00_00,FRA,Zimming,Futuren,wind,deployment,initial,-,15.4 MW,actual,-,07-2019,NA,NA,-,False,False,False,False
GBR-01533-01662_01_00_00,GBR,Bristol,G2 Energy,battery,deployment,initial,-,20 MW,operational,-,-,03-2021,NA,-,False,False,False,False
FRA-00853-05065_04_03_00,FRA,Paris,GCK,hydrogen,fuel_cell,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-00853-05065_07_00_00,FRA,Paris,GCK,vehicle,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
DEU-02502-02914_06_04_00,DEU,Frankfurt (Oder),GCL-Poly Energy,solar,modules,initial,-,-,cancelled,-,NA,NA,01-2019,-,False,False,False,False
FRA-07280-07810_06_00_00,FRA,Curbans,GDF Suez,solar,deployment,initial,-,33 MWp,actual,11-2010,11-2010,NA,NA,-,False,False,False,False
FRA-05226-07810_06_00_00,FRA,Landes,GDF Suez,solar,deployment,initial,-,-,actual,10-2013,10-2013,NA,NA,-,False,False,False,False
FRA-07367-01663_08_07_00,FRA,Aix-les-Bains,GE,wind,other,initial,-,-,announced,09-2020,NA,NA,NA,-,False,False,False,False
GBR-00109-01663_08_03_00,GBR,Blyth,GE,wind,nacelle_assembly,initial,£15m,-,announced,06-2019,NA,NA,NA,-,False,False,False,False
GBR-00109-01663_08_01_00,GBR,Blyth,GE,wind,blade_manufacturing,initial,£15m,-,announced,06-2019,NA,NA,NA,-,False,False,False,False
GBR-00109-01663_08_07_00,GBR,Blyth,GE,wind,other,initial,£15m,-,announced,06-2019,NA,NA,NA,-,False,False,False,False
GBR-01440-01663_01_00_00,GBR,Chelveston Renewable Energy Park,GE,battery,deployment,initial,-,-,announced,08-2020,NA,NA,NA,-,False,False,False,False
GBR-01440-01663_06_00_00,GBR,Chelveston Renewable Energy Park,GE,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-01440-01663_06_00_01,GBR,Chelveston Renewable Energy Park,GE,solar,deployment,first expansion,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-01440-01663_08_99_00,GBR,Chelveston Renewable Energy Park,GE,wind,NA,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-07079-01663_08_01_00,FRA,Cherbourg,GE,wind,blade_manufacturing,initial,€120 million,-,operational,04-2018,04-2018,04-2018,NA,-,False,False,False,False
FRA-07079-01663_08_01_01,FRA,Cherbourg,GE,wind,blade_manufacturing,first expansion,-,-,operational,10-2021,-,-,NA,-,False,False,False,False
GBR-02202-01663_08_00_00,GBR,Dogger Bank,GE,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
DEU-08829-01663_08_00_00,DEU,Elfershausen,GE,wind,deployment,initial,-,-,actual,03-2019,03-2019,NA,NA,-,False,False,False,False
FRA-07154-01663_03_00_00,FRA,Grand Maison,GE,hydroelectric,deployment,initial,-,-,announced,12-2019,NA,NA,NA,-,False,False,False,False
SWE-08613-01663_08_00_00,SWE,Markbygden,GE,wind,deployment,initial,-,-,actual,11-2017,11-2017,NA,NA,-,False,False,False,False
FRA-05058-01663_08_03_00,FRA,Montoir-de-Bretagne,GE,wind,nacelle_assembly,initial,-,-,actual,09-2020,09-2020,NA,NA,-,False,False,False,False
FRA-00746-01663_08_00_00,FRA,Montpellier,GE,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
CHE-08830-01663_03_00_00,CHE,Nant de Drance,GE,hydroelectric,deployment,initial,-,-,operational,-,-,-,NA,-,False,False,False,False
FRA-00765-01663_08_03_00,FRA,Nantes,GE,wind,nacelle_assembly,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-00853-01663_08_03_00,FRA,Paris,GE,wind,nacelle_assembly,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-00853-01663_08_05_00,FRA,Paris,GE,wind,generator_production,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
POL-08831-01663_03_01_00,POL,Porabka Zar,GE,hydroelectric,turbine_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
POL-08831-01663_03_02_00,POL,Porabka Zar,GE,hydroelectric,generator_production,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-06400-01663_08_00_00,GBR,Port of Tyne,GE,wind,deployment,initial,-,-,actual,12-2020,01-2021,NA,NA,-,False,False,False,False
FRA-05060-01663_08_03_00,FRA,Saint Nazaire,GE,wind,nacelle_assembly,initial,-,-,announced,05-2019,NA,NA,NA,-,False,False,False,False
FRA-02469-01663_08_03_00,FRA,Saint-Nazaire,GE,wind,nacelle_assembly,initial,-,-,actual,04-2019,04-2019,NA,NA,-,False,False,False,False
FRA-02469-01663_08_05_00,FRA,Saint-Nazaire,GE,wind,generator_production,initial,400 million USD,-,actual,04-2019,04-2019,NA,NA,-,False,False,False,False
DEU-08833-01663_08_03_00,DEU,Salzbergen,GE,wind,nacelle_assembly,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
BGR-01032-01663_08_00_00,BGR,Sofia,GE,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08834-01663_08_00_00,GBR,South Bank Quay,GE,wind,deployment,initial,-,-,actual,09-2021,09-2021,NA,NA,-,False,False,False,False
GBR-08835-01663_08_06_00,GBR,Stafford,GE,wind,power_electronics,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-01101-01663_08_01_00,GBR,Teesside,GE,wind,blade_manufacturing,initial,-,-,cancelled,03-2021,NA,NA,07-2022,-,False,False,False,False
SWE-08839-01663_08_00_00,SWE,Ånge,GE,wind,deployment,initial,-,-,actual,03-2022,03-2022,NA,NA,-,False,False,False,False
GBR-00109-08935_08_00_00,GBR,Blyth,GE Energy Power Conversion UK,wind,deployment,initial,4 million GBP,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00094-07812_08_00_00,DEU,Berlin,GE Grid Solutions,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-07079-07812_08_03_00,FRA,Cherbourg,GE Grid Solutions,wind,nacelle_assembly,initial,-,-,actual,06-2020,07-2020,NA,NA,-,False,False,False,False
FRA-06984-07812_08_00_00,FRA,Fécamp,GE Grid Solutions,wind,deployment,initial,-,500 MW,actual,09-2020,09-2020,NA,NA,400,False,False,False,False
FRA-02469-07812_08_06_00,FRA,Saint-Nazaire,GE Grid Solutions,wind,power_electronics,initial,-,500 MW,actual,09-2020,09-2020,NA,NA,400,False,False,False,False
GBR-01578-08937_05_00_00,GBR,Sheffield,GE Hitachi,nuclear,deployment,initial,33.6 million GBP,-,actual,05-2022,-,NA,NA,-,False,False,False,False
GBR-03245-08938_05_00_00,GBR,Oldbury,GE Hitachi Nuclear Energy,nuclear,deployment,initial,-,-,announced,03-2024,NA,NA,NA,-,False,False,False,False
SWE-08452-08938_05_00_00,SWE,Ringhals,GE Hitachi Nuclear Energy,nuclear,deployment,initial,-,-,announced,06-2022,NA,NA,NA,-,False,False,False,False
GBR-03642-08938_05_00_00,GBR,Wylfa,GE Hitachi Nuclear Energy,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
CHE-08536-08939_03_00_00,CHE,Bitsch,GE Hydro Solutions,hydroelectric,deployment,initial,-,-,announced,03-2022,NA,NA,NA,-,False,False,False,False
GBR-00809-07813_08_00_00,GBR,Northumberland,GE Renewables,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-05060-07813_08_03_00,FRA,Saint Nazaire,GE Renewables,wind,nacelle_assembly,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
DEU-08842-05068_08_00_00,DEU,Arkona Basin,GE Vernova,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
NOR-08843-05068_03_02_00,NOR,Aurland 1 hydropower plant,GE Vernova,hydroelectric,generator_production,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-00109-05068_08_00_00,GBR,Blyth,GE Vernova,wind,deployment,initial,4 million GBP,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08845-05068_08_00_00,GBR,Dogger Bank A,GE Vernova,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-08846-05068_08_00_00,GBR,Dogger Bank A offshore wind farm,GE Vernova,wind,deployment,initial,-,15.5/16.5 MW,actual,-,-,NA,NA,-,False,False,False,False
NOR-08847-05068_03_02_00,NOR,Lier,GE Vernova,hydroelectric,generator_production,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
IRL-08848-05068_04_00_00,IRL,North Wall,GE Vernova,hydrogen,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
POL-08849-05068_08_00_00,POL,Osieki Lęborskie,GE Vernova,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
IRL-01896-05068_04_00_00,IRL,Shannonbridge,GE Vernova,hydrogen,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-04670-05068_06_00_00,GBR,Staffordshire,GE Vernova,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-01067-05068_04_02_00,DEU,Stuttgart,GE Vernova,hydrogen,blue_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-01101-05068_05_00_00,GBR,Teesside,GE Vernova,nuclear,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-08455-05068_04_00_00,GBR,Torness,GE Vernova,hydrogen,deployment,initial,£1bn,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-08851-08940_08_00_00,DEU,Unterweser,GE-McDermott,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GRC-08853-08942_06_00_00,GRC,Kastraki,GEK Terna,solar,deployment,initial,-,120 MW,announced,01-2021,NA,NA,NA,-,False,False,False,False
GRC-08854-08942_06_00_00,GRC,Pournari,GEK Terna,solar,deployment,initial,-,103 MW,announced,01-2021,NA,NA,NA,-,False,False,False,False
GRC-08855-08942_06_00_00,GRC,Stratos,GEK Terna,solar,deployment,initial,-,42 MW,announced,01-2021,NA,NA,NA,-,False,False,False,False
GBR-08250-08943_02_00_00,GBR,United Downs,GEL,geothermal,deployment,initial,-,2 MWe,actual,-,-,NA,NA,-,False,False,False,False
GBR-08250-08943_02_00_01,GBR,United Downs,GEL,geothermal,deployment,first expansion,-,-,actual,-,-,NA,NA,-,False,False,False,False
SVN-08390-08944_05_00_00,SVN,Krško,GEN,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
SVN-08390-08945_05_00_00,SVN,Krško,GEN Energija,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
SVN-08390-08946_05_00_00,SVN,Krško,GEN Energy,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
SVN-08390-08947_05_00_00,SVN,Krško,GEN energija,nuclear,deployment,initial,EUR 5 billion to EUR 6 billion,-,announced,01-2023,NA,NA,NA,-,False,False,False,False
SVN-08390-08947_05_00_01,SVN,Krško,GEN energija,nuclear,deployment,first expansion,-,-,announced,01-2023,NA,NA,NA,-,False,False,False,False
SVK-00594-08948_02_00_00,SVK,Kosice,GEOTERM KOSICE,geothermal,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
SVK-08856-08948_02_00_00,SVK,Košice,GEOTERM KOSICE,geothermal,deployment,initial,EUR 88 million,-,actual,06-2021,-,NA,NA,-,False,False,False,False
FRA-02239-05072_04_01_00,FRA,Le Croisic,GEPS Techno,hydrogen,green_hydrogen,initial,-,-,announced,07-2021,NA,NA,NA,-,False,False,False,False
FRA-02239-05072_04_04_00,FRA,Le Croisic,GEPS Techno,hydrogen,electrolysers,initial,-,-,actual,07-2021,-,NA,NA,-,False,False,False,False
FRA-02239-05072_08_00_00,FRA,Le Croisic,GEPS Techno,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-08857-08949_06_00_00,DEU,Amsdorf,GERO Solarpark GmbH,solar,deployment,initial,€50 million,-,actual,-,02-2012,NA,NA,-,False,False,False,False
DEU-08857-08949_06_00_01,DEU,Amsdorf,GERO Solarpark GmbH,solar,deployment,first expansion,-,-,operational,-,-,-,NA,-,False,False,False,False
DEU-08857-08950_06_00_00,DEU,Amsdorf,GETEC green energy AG,solar,deployment,initial,€50 million,-,operational,-,03-2012,04-2012,NA,-,False,False,False,False
GBR-08858-08951_08_00_00,GBR,East of England,GEV Wind Power,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08859-06491_08_00_00,GBR,Fort William,GFG Alliance,wind,deployment,initial,£170 million,-,announced,09-2017,NA,NA,NA,-,False,False,False,False
GBR-08859-06491_03_00_00,GBR,Fort William,GFG Alliance,hydroelectric,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08860-06491_08_00_00,GBR,Kinlochleven,GFG Alliance,wind,deployment,initial,£170 million,178 MW,announced,09-2017,NA,NA,NA,-,False,False,False,False
GBR-08860-06491_03_00_00,GBR,Kinlochleven,GFG Alliance,hydroelectric,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08861-06491_08_00_00,GBR,Motherwell,GFG Alliance,wind,deployment,initial,-,-,announced,09-2017,NA,NA,NA,-,False,False,False,False
DEU-02603-08952_02_00_00,DEU,Black Forest,GFZ German Research Center for Geosciences,geothermal,deployment,initial,35 million EUR,-,actual,06-2022,-,NA,NA,-,False,False,False,False
DEU-07950-08952_02_00_00,DEU,Potsdam,GFZ German Research Center for Geosciences,geothermal,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
BGR-04434-05074_07_01_00,BGR,Ruse,GG Group,vehicle,EV_component_manufacturing,initial,-,-,actual,-,04-2023,NA,NA,-,False,False,False,False
FRA-00113-02243_04_01_00,FRA,Bordeaux,GH2,hydrogen,green_hydrogen,initial,€250 million,"14,000 tons",announced,04-2021,NA,NA,NA,-,False,False,False,False
FRA-00113-02243_04_04_00,FRA,Bordeaux,GH2,hydrogen,electrolysers,initial,€250 million,-,announced,04-2021,NA,NA,NA,-,False,False,False,False
GBR-02290-02244_04_00_00,GBR,"Thornton Science Park, University of Chester",GHD,hydrogen,deployment,initial,"$264,000",-,actual,02-2022,02-2022,NA,NA,-,False,False,False,False
GBR-02290-02244_01_00_00,GBR,"Thornton Science Park, University of Chester",GHD,battery,deployment,initial,"$264,000",-,announced,02-2022,NA,NA,NA,-,False,False,False,False
POL-08862-08953_08_00_00,POL,Jozwin,GIG,wind,deployment,initial,-,-,operational,-,-,-,NA,-,False,False,False,False
GBR-00003-00308_07_01_00,GBR,"Abingdon, Oxfordshire",GKN,vehicle,EV_component_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-05958-06492_04_03_00,GBR,Filton,GKN Aerospace,hydrogen,fuel_cell,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-05958-06492_04_05_00,GBR,Filton,GKN Aerospace,hydrogen,storage,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
SWE-00031-00309_07_01_00,SWE,Arctic Circle,GKN Automotive,vehicle,EV_component_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
SWE-00035-00309_07_01_00,SWE,Arjeplog,GKN Automotive,vehicle,EV_component_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08863-08954_08_00_00,GBR,Hornsea One,GLIL Infrastructure,wind,deployment,initial,-,-,cancelled,-,NA,NA,-,-,False,False,False,False
DEU-00119-02918_06_99_00,DEU,Brandenburg,GMB Glasmanufaktur Brandenburg GmbH,solar,NA,initial,-,-,actual,10-2022,-,NA,NA,-,False,False,False,False
DEU-08864-08956_05_00_00,DEU,Grohnde,GNS Gesellschaft für Nuklear-Service mbH,nuclear,deployment,initial,-,-,cancelled,-,NA,NA,-,-,False,False,False,False
